11.txt,"China acaba de soltar milhares de pássaros (morcegos) criados em laboratório no oceano. A China acabou de soltar milhares de pássaros (ou morcegos) criados em laboratório no oceano. Uma nova pandemia está a vista. No começo dessa semana a China soltou milhares de pássaros no oceano. O quê será que vem por aí? Versão 2: a China solta milhares de pássaros criados em laboratório, la vem mais terror por ai.Por que está soltando no.mar? Qual nome do Filme? Versão 3: China solta milhares de pássaros (morcegos), criados em laboratório. Muito estranho. Será que vem merda por aí?"""
12.txt,"Pfizer rastreia vacinados por controle remoto e GPS de grafeno e microondas. Pfizer aprova patente para rastrear todos os vacinados por meio de microondas, GPS, grafeno e controle remoto. Versão 1: “INTERNACIONAL – PFIZER RASTREIA VACINAS POR CONTROLE REMOTO – PATENTE. Fake? Veremos”. Versão 2: “Foi aprovada a patente da Pfizer para o rastreamento dos humanos vacinados no mundo todo por meio de microondas e grafeno armazenado no tecido adiposo dos vacinados. Essa solicitação de patente da Pfizer foi aprovada no dia 31 de agosto de 2021 e é a primeira patente que aparece em uma lista de mais de 18500 [requisições] com o propósito de rastrear o contato remoto de todos os humanos vacinados em todo o mundo que estarão ou estão agora conectados à “internet das coisas” por uma ligação quântica de frequências de microondas pulsantes de 2,4 gHz ou mais a partir das torres telefônicas e dos satélites diretamente ao óxido de grafeno armazenado no tecido adiposo de todas as pessoas que tomaram a injeção da morte”."
13.txt,"Anvisa diz vacinas contra Covid-19 têm mais de mil mortes. Alerta da Anvisa afirma que a vacina de Covid-19 já causou mais de mil mortes e 15 mil reações adversas. O número é muito maior, tem pessoas que eu conheço não estão nessa lista. Vacinas para covid já têm 1.144 mortes suspeitos e mais de 15 mil reações adversas, informa Anvisa. A Coronavac aparece associada a 911 óbitos suspeitos e 3.625 casos de reações adversas. Já o “imunizante” da gigante farmacêutica AstraZenica é responsável por 211 mortes suspeitas e 10.617 efeitos adversos. "
14.txt,"Bebê na Turquia nasce com deformações por causa da vacina mRNA contra Covid-19. Na Turquia, bebê nasce com malformação por causa de vacina mRNA e oponente turco, ao lado de médicos, denuncia caso. “Turquia :Aqui está, talvez, o primeiro bebê registrado em vídeo , afetado pela vacina covid experimental, de uma mulher vacinada durante a gravidez , e mostrado ao mundo , conforme denunciado pelo oponente turco ao mostrar as fotos na TV, ao lado de 3 médicos”."
15.txt,"Presídio de Alcaçuz não teve mortes por Covid-19 por causa de tratamento com ivermectina . Em Alcaçuz (RN), presídio não registrou nenhuma morte por Covid-19, porque diretor-clínico obrigou o uso de ivermectina. Versão 1: “ZERO ÓBITOS POR COVID…………COM TRAT. IMEDIATO…………Dir. Cli DA SAÚDE DO PRESÍDIO DE ALCAÇUZ FALA SOBRE O SUCESSO DO PROTOCOLO COM USO DE IVERMECTINA AUTORIZADO.( Trat. Precoce).  1.700 detentos e zero óbito.  Se fosse usado no Brasil ,poucas mortes”. Versão 2: “INCRÍVEL: Uso de ivermectina faz com que presídio não tenha casos graves e nem mortes por Covid-19, diz médico. O diretor-clínico do presídio de Alcaçuz detalhou como tem tratado os detentos do maior presídio do RN”.Versão 3: “INCRÍVEL: Uso de ivermectina faz com que presídio não tenha casos graves e nem mortes por Covid-19, diz médico; O diretor-clínico do presídio de Alcaçuz, doutor detalhou como tem tratado os detentos do maior presídio do Rio Grande do Norte. O médico explicou que criou um protocolo usando medicamentos como Azitromicina, Ivermectina e, em alguns casos, corticoide. Desde o início da pandemia, nenhum preso morreu ou evoluiu para um caso grave, segundo relatou. Ele disse ainda que usa Ivermectina nesse presídio há 4 anos para combater escabiose e adaptou o tratamento para a Covid-19. Dos quase 1.700 detentos de Alcaçuz, houve 224 casos confirmados até o momento, mas nenhum caso grave registrado. As informações são do Grande Ponto”."
16.txt,"União Europeia substituirá vacinas por ivermectina.A União Europeia anunciou que, a partir de 20 de outubro de 2021, não vai mais utilizar vacinas. No lugar, será utilizada a ivermectina para tratamento contra a Covid-19.UNIÃO EUROPEIA SUBSTITUIRÁ VACINAS POR IVERMECTINA Boas notícias para quem não gosta da vacina covid-19: A PARTIR DE 20.10.2021, COVID TRIAL E PROTEÇÃO DE VACINAS PARA COVID-19 SERÃO CANCELADOS TODOS NA EUROPA … Todas as vacinas não serão mais aprovadas a partir de 20 de outubro de 2021. A União Europeia aprovou cinco terapias que estarão disponíveis em todos os hospitais dos Estados-Membros para o tratamento de covid-19. https://ec.europa.eu/commission/presscorner/detail/fr/ip_21_3299?fbclid=IwAR2fuWXfyuWrvjQy3hVCIA3SF1DdWKpXQg2C3Dte8VQwE4yk-Zsf1I_9dnw"
17.txt,"Pfizer lança ivermectina como remédio para combate à Covid-19.A Pfizer lançou um remédio para combate à Covid-19 com ivermectina na fórmula. O medicamento PF-07321332 poderia ser chamado de Pfizermectin. Versão 1: OUTRA PEÇA DO QUEBRA-CABEÇA ANTI-IVERMECTINA DOS EUA PODE TER EMERGIDO. NA SEGUNDA-FEIRA, A PFIZER ANUNCIOU QUE ESTÁ LANÇANDO UM TESTE ACELERADO DA FASE 2/3 PARA UMA PÍLULA PROFILÁTICA COVID PROJETADA PARA AFASTAR O COVID NAQUELES QUE PODEM TER ENTRADO EM CONTATO COM A DOENÇA. Coincidentemente (ou não), a droga da Pfizer compartilha pelo menos um mecanismo de ação como a Ivermectina – um anti-parasitico usado em humanos por décadas, que funciona como um inibidor de protease contra o Covid-19, que os pesquisadores especulam que “poderia ser a base biofísica por trás de sua eficiência antiviral”.Versão 2: Eis que a nova droga da Pfizer – que alguns chamaram de “Pfizermectin”, é descrita pela gigante farmacêutica como um “potente inibidor de protease”. *Pronto, problema resolvido! Pfizer lança “Pfizermectine” para profilaxia da covid.* À partir do lançamento deste clone patenteado da Ivermectina. ex-vermífugo genérico, o tratamento precoce da covid-19, “milagrosamente”, passará de demonizado a incentivado. Quem viver, verá. Ivermectina Pfizer !!! Quem diria !!!!"
18.txt,"Jovens estão morrendo de parada cardíaca por tomar vacina da Pfizer contra Covid-19.Após tomarem a vacina da Pfizer, ao menos cinco adolescentes brasileiros tiveram parada cardíaca e morreram. A decisão foi tomada após diversos casos de infarto entre adolescentes vacinados serem relatados. Só no Brasil, já existiriam cerca de 5 casos. Também é dito que, na bula da vacina Pfizer (a única aplicada em adolescentes no Brasil), a empresa recomenda o imunizante apenas para pessoas maiores de 16 anos. Junto ao vídeo há uma mensagem que diz “Riscos. Precisam investigar! Jovens morrendo de parada cardíaca. Bolsonaro tem razão”."
19.txt,"Vacinas não serão mais necessárias porque remédios (como a ivermectina) serão aprovadas para terapia contra Covid-19. Conselho da União Europeia aprovou 5 medicamentos (como a ivermectina) para terapia da Covid-19 e vacinas não serão necessárias. “IMPORTANTISSIMO PARA DISTRIBUIR A TODOS que não querem ser “vacinados”.  Todas as vacinas não serão mais justificadas a partir de 20/10/2021: informações verificadas.  A União Europeia aprovou (https://ec.europa.eu/com…/presscorner/detail/fr/ip_21_3299) 5 terapias que estarão disponíveis em todos os hospitais dos Estados-Membros para tratar Covid.  Essas terapias são aprovadas por decreto do Conselho Europeu (parlamento europeu) e estarão em funcionamento a partir de 01/10, portanto serão distribuídas aos poucos por volta de 20/10.  As vacinas foram aprovadas em “forma experimental provisória”, porém, como por decreto, haverá a obrigatoriedade de prescrição desses 5 novos medicamentos, o uso da vacina será encerrado.  Assim, entendemos porque todos os estados disseram “entre setembro é necessário que …”.  Eles já sabiam de tudo.  Você tem que ter paciência. Não aceite nenhuma chantagem.  Seja paciente. Agora que a ivermectina foi autorizada novamente, não há necessidade de vacina. Ótima notícia. O Institut Pasteur reconhece a eficácia da Ivermectina. Em algumas pessoas, uma única ingestão poderia erradicar todo o material genético da SARS covid-19. Leia bem e compartilhe. Boas notícias: a ivermectina é agora cientificamente reconhecida como uma droga eficaz na profilaxia e no tratamento da Covid-19 por pesquisadores do Instituto Pasteur da França. Os resultados de seus estudos foram publicados na revista EMBO Molecular Medicine em 12 de julho de 2021, portanto, é recente. Uma análise dos resultados de outra pesquisa publicada no American Journal of Therapeutics pede duramente, com evidências de apoio, que se substitua as diretrizes das agências de saúde e inclua a ivermectina como o padrão de tratamento. O governo de Macron sabia disso… Esteja bem e não hesite em torcer para quem não deseja ser vacinado”."
20.txt,"30% dos vacinados morrerão dentro de três meses. Um médico chamado Sherri Tempenny e uma professora chamada Dolores Cahill revelaram ao mundo que 30% dos vacinados morrerão dentro de três meses. Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista francesa Alexandra Henrion-Caude concorda com Dolores Cahill nesta análise e processo. A Dra. Sherri Tempenny (imagem) explica como as vacinas de mRNA começarão o processo de despovoamento nos próximos 3-6 meses (julho de 2021). Ela e outros cientistas previram que milhões de pessoas poderiam morrer e que suas mortes seriam atribuídas a uma nova cepa de COVID, para aumentar as vacinas."
21.txt,"Teste de anticorpos feito por engenheiro após se vacinar prova que Coronavac não imuniza. Teste sorológico de anticorpos feito por engenheiro comprova que a vacina Coronavac não gerou imunidade contra a Covid-19 após duas doses.  De acordo com o homem, após 35 dias depois de tomar as doses, ele e a esposa fizeram um teste sorológico para identificar se o imunizante teria gerado imunidade. Entretanto, o teste teria dado negativo. Ele ainda afirma que, com o resultado, não deixará de seguir todas as medidas de proteção contra a Covid-19. ESSOAL ESTE SENHOR ENGENHEIRO E SUA  ESPOSA TOMARAM AS 2 DOSES DA VACINA CORONAVAC, E APÓS 35 DIAS FIZERAM EXAMES NO LABORATÓRIO FLEURY. PARA SABER SE TINHAM ADQUIRIDO IMUNIDADE CONTRA O VÍRUS. AO FINAL DO ÁUDIO ELE FALA O NOME DELE E DA  ESPOSA."
22.txt,"Moeda gruda no braço de quem tomou vacina contra Covid-19. Vacina contra Covid-19 é magnética, tem chumbo, microchip, nanopartículas e faz com que moedas grudem no braço de vacinados. Segundo vídeos que estão sendo compartilhados por aí, pessoas que tomaram o imunizante contra a Covid-19 estariam apresentando um campo magnético ao redor do local da vacina. A prova ficaria por conta de inúmeras moedas que ficariam grudadas no braço das pessoas. E ainda de acordo com a história, as explicações seriam diversas: a presença de chumbo na vacina, imunizantes feitos com líquido magnético, a presença de nanopartículas nas vacinas etc. Versão 1: “Parece que tem gente achando que são fake… Magnetismo no local das vacinas. Até a Coronavac!”. Versão 2: “Vacinas magnéticas? Experimente em casa com um imã do frigorífico agora e fácil saber quem é tóxico…!”. Versão 3: “estranho efeito com imã no braço após vacina. Serão as nanopartículas?”."
23.txt,"Ivermectina causa infertilidade em 85% dos homens. Estudo nigeriano aponta que Ivermectina causou infertilidade em 85% dos homens que usaram a substância. Versão 1: “Pelo menos o gado não vai se reproduzir”. Versão 2: “Recomendada por Bolsonaro como tratamento precoce da Covid-19, ivermectina causa infertilidade em 85% dos homens. Pesquisa apontam que 85% dos homens que usaram medicamento desenvolveram algum grau de disfunção reprodutiva e erétil”."
24.txt,"Creolina cura a Covid-19 e mata o coronavírus, diz médico Roberto Klaus. Médico Roberto Klaus, do hospital Albert Einstein, afirma que curou paciente com creolina e que produto cura a Covid-19. “Essa coisa que eles tão fazendo alarme aí, que tão fazendo terrorismo aí. Cara, para com isso. Toda vez fica mais fraco. E o vírus, João, ele foi gerado, na verdade, entre os morcegos. Olha, como é que é o hábito do morcego? Mocego vive em caverna. Então, todo mundo confinado vai ter vírus. E é pior ficar confinado. Por isso que eu sou defensor intransigente de abrir comércio pra todo mundo trabalhar. Não tem que ficar confinado. Agora, vou te dar um dado, João, que eu tenho conseguido com os meus pacientes, que é fenomenal. Você pode esparramar pra tudo quanto é empresário amigo seu. Todos, todos, todos, tá? Eu fui criado na roça com os meus avós. Eu sai da roça, eu tinha 11 pra 12 anos, tá? E lá na roça, João, não tinha remédio pra verme. Tomava era semente de mamão, semente de abóbora e tomava creolina. Minha avó dava, no miolinho de rosca de pão, três gotinhas de noventa em noventa dias. Dava pra todo mundo tomar creolina. […] Essa comum que custa aí R$10 ou R$12 ou R$15 o frasquinho de 150ml, tá? […] Essa creolina que todo mundo conhece. Eu vou te dizer que eu nunca tive problema com ela, cara.  Eu nunca tive verme, João. Por conta da creolina. […] Pois bem, agora vou te contar o principal. Eu fui atender aqui na Estrutural. Estrutural é um bairro muito populoso aqui. Eu fui atender um irmão de uma funcionária minha, que tava com Covid e a família, muito religiosa, não queria que ele fosse internado, porque eles são muito carentes e a Estrutural é um bairro feito perto de um lixão. […] Eu já tenho mais de 230 pacientes que eu tratei e que eu recuperei e que não tem nenhum óbito, João. Nenhum óbito dos meus pacientes e isso eu agradeço demais a Deus. […] Pois bem, terminado meu expediente na clínica, eu peguei essa minha funcionária, peguei minha esposa e batemo lá na casa do irmão dela, lá na Estrutural. […] Aí, eu entrei e o cidadão lá na cama, coitado, ofegante. Eu levei aquele aparelhinho de ver a saturação de oxigênio e ele tava com 76 a saturação. Falei: ah, vai morrer, porque desse jeito aqui não tem saída, né?. […] Aí, rapaz, eu lembrei da minha vó, que dava pra nós as gotinha de creolina. E perguntei pro povo lá: aqui tem um armazém aqui perto, um supermercado, uma coisa assim?. […] Fui lá, João. Comprei um frasquinho de creolina, trouxe, pedi um pedaço de pão, fiz umas bolinhas, pinguei três gotinhas de creolina e falei pro cidadão que tava lá doente: ó, você vai comer isso aqui. […] Trouxeram meio copo d’água pra ele e ele engoliu as três gotinhas. Ele não queria não. Eu falei: cara, você vai morrer, você não pode brincar agora. É tomar pra poder ver se reverte isso tudo, porque não adiantava mais remédio pra ele, já tava num estado que não tinha jeito. Pois bem, amigo, ele tomou as três gotinhas da creolina num miolinho de pão. Com 3 ou 4 horas, ele tava sentado e a saturação dele tava em 93 já, meu amigo. Deixei lá com eles, pra que tomasse de 8 em 8 horas a mesma três gotinhas. No outro dia de tarde, eu voltei lá. Ele já estava trabalhando, já estava mexendo nas coisas dele. Então, assim, é muito melhor você esparramar com os seus amigos, todos empresários, pra gente acabar com essa fraudemia. […] E ela não faz mal. […] O que nós temos que fazer é divulgar isso pra todo mundo usar, cara. Quem tiver pego Covid, toma, de 8 em 8 horas, três gotinhas. Eu tô tomando a minha uma vez por mês, do mesmo jeitinho que eu fiz lá, é preventivo. Então, não tem contraindicação, não faz mal pra ninguém. Veneno, é tóxico? É, se você beber um copo dela pura, ou sei lá que tanto dela pura. Se você beber três gotinhas, não faz mal nenhum, nenhum, nenhum. Vai matar os vermes, vai matar os bicho, vai matar o Covid, vai matar tudo. Pode ir por minha conta, amigo. Esparrama isso pra onde cê quiser, pro Brasil inteiro, pra gente poder ajudar a acabar com essa encrenca e a gente voltar a trabalhar, todo mundo voltar a trabalhar, voltar a progredir, voltar gerar riqueza. Falou, meu amigo. Forte abraço!”."
25.txt,"Vacinados têm três vezes mais chances de morrer com a variante delta da Covid-19. Pessoas que foram vacinadas contra a Covid-19 têm três vezes mais chances de morrer por causa da variante delta (variante indiana) do que pessoas que não foram vacinadas contra a doença. De acordo com um texto publicado em um site em inglês e republicado em páginas que atacam as vacinas aqui no Brasil, as pessoas vacinadas teriam três vezes mais chances do que pessoas não-vacinadas de morrer por causa da variante delta da Covid-19.BAITA CONFUSÃO – Pessoas Vacinadas Tem Três Vezes Mais Probabilidade De Morrer De Variante Delta Do Que As Não Vacinadas, Apontam Dados Divulgados Hoje No Reino Unido. “Um relatório publicado hoje (25) pela agência governamental do Reino Unido, Public Health England, revela que indivíduos que receberam a vacina COVID-19 têm três vezes mais probabilidade de morrer da variante Delta do que pessoas não vacinadas”. Não pode e não deve ser proibido esconder essas informações do público. Afinal, tudo se sabe do coronavírus, e nada se sabe desse vírus super inteligente que se transmuta com frequência. E mesmo porque essas vacinas são experimentais e emergenciais (não escondem de ninguém) não se sabendo o que pode ou não fazer de danos ao nosso DNA e genoma a médio e longos prazos. Compartilhe essa notícia para que mais pessoas saibam."
26.txt,"Por causa do ácido tânico e polifenóis, vinho previne a Covid-19. Vinho pode prevenir Covid-19 por causa da ação do ácido tânico e dos polifenóis que inibem as principais enzimas do SARS-CoV-2.E segundo uma história que está circulando nas redes sociais, o ácido tânico e os polifenóis presentes no vinho também poderiam prevenir a Covid-19. De acordo com a história, isso aconteceria, porque as substâncias seriam capazes de inibir as duas principais enzimas do SARS-CoV-2. Ainda segundo o texto, com isso, o novo coronavírus não conseguiria penetrar nas células humanas.“O ácido tânico * encontrado nas uvas e no vinho inibe duas enzimas principais do coronavírus. Com o contato, o último não consegue mais penetrar nas células humanas. No final do ano, pesquisadores americanos demonstraram in vitro que os * polifenóis * presentes nas uvas e no vinho alteram a forma como o vírus Sars-Cov2 que causa a Covid-19 se replica e se espalha. A * Taiwan Medical University * descobriu que os taninos do vinho inibem efetivamente a atividade de duas enzimas-chave do vírus, que não podem mais entrar no tecido celular. “De todos os compostos naturais que testamos em laboratório, o ácido tânico é o mais eficaz”, disse Mien-Chie Hung, bióloga molecular e presidente da universidade, à TVBS. Ele também lembrou os bons resultados obtidos com tratamentos experimentais com ácido tânico em 2003 durante a pandemia de SARS. O pesquisador tem esperança de que um tratamento farmacêutico seja desenvolvido em breve. Enquanto isso, recomenda que os cidadãos consumam alimentos e bebidas ricos em taninos para aumentar sua imunidade. * É o caso de uvas, vinho, banana, chá e vegetais * https://www.vitisphere.com/actualite-93368-Une-nouvelle-etude-confirme-que-le-vin-protege-de-la-covid-19-.htm * Divulgue essa novidade, dê uma alegria aos seus amigos e outras pessoas *”."
