11.txt,"Na realidade, o vídeo (ao contrário do que apontam mensagens) não é recente. Ele foi gravado em 2017. Também é falsa a informação de que se tratam de animais criados em laboratórios ou morcegos. O vídeo é, na realidade, de uma corrida de pombos realizada em Taiwan, o China International Pigeon Race.A corrida de pombos é um esporte popular no país. Na competição em questão, milhares (no caso, foi 1 milhão) de pombos são soltos e o primeiro que chegar ao destino que foi treinado (como um pombo-correio) vence."
12.txt,"as afirmações que sustentam a história são absurdas. A teoria de que vacinas possuem óxido de grafeno já foi desmentida aqui no Boatos.org. Na oportunidade, explicamos que essa teoria surgiu de outra fake news. Já a teoria de que as vacinas possuem alguma substância que podem nos controlar por meio de redes telefônicas (5G) também já foi desmentida aqui no Boatos.org. Na época, explicamos como essas ondas funcionam e porque é impossível que algo assim aconteça.

Se isso não bastasse, o documento compartilhado junto com as publicações sequer é da Pfizer. A patente está registrada no nome de Gal Ehrlich e Maier Fenster, advogados de patentes da “Ehrlich and Fenster”, em Israel. Os próprios advogados afirmaram que a patente não tem nada a ver com as vacinas em si. Na realidade, trata-se de um sistema para monitorar a possibilidade de infecção de pessoas com base em um algoritmo. Com isso, pessoas receberiam um aparelho eletrônico (similar a um pager ou celular) para realizar o monitoramento."
13.txt,"O Vigimed é um sistema disponibilizado pela Anvisa para a população e profissionais de saúde relatarem suspeitas de eventos adversos aos medicamentos e vacinas. Mas qual o problema nos dados apresentados? Acontece que o suposto alerta se baseia em dados que não são úteis para contabilizar as mortes. Isso porque a plataforma para o levantamento dos dados é suscetível a falhas. Nela, os usuários adicionam, por meio de um formulário, informações sobre os efeitos adversos de medicamentos e vacinas. Contudo, não é possível fazer correlações entre um óbito, medicamento ou vacina. O próprio Vigimed, no site da Anvisa, orienta sobre a interpretação dos dados e explica que as informações se referem a suspeitas e não a casos verificados e acompanhados pela equipe da plataforma.

Só o fato da fonte ser essa, já faz a hipótese de que seja um suposto anúncio ou alerta da Anvisa cair por terra. Não bastasse isso, não encontramos na página em questão a informação das mortes suspeitas. Na realidade, ao colocar morte no evento adversos de todas as medicações, encontramos 855 registros de todos os medicamentos com as vacinas citadas, neste caso, 64 registros. Ou seja, além de os números não puderem ser utilizados para aferir os efeitos colaterais que de fato ocorreram, os registros estão inflados. Isso porque não temos a confirmação de nenhuma morte por causa da vacina contra a Covid-19 no Brasil."
14.txt,"Pesquisadores da Universidade da Califórnia conseguiram identificar que as vacinas do tipo mRNA se demonstraram seguras para as lactantes analisadas em sua pesquisa.

Por fim, as imagens usadas como prova da história, na verdade, não tem nada a ver com as vacinas ou com a Turquia. O vídeo que mostra uma bebê com quatro pernas e três mãos, na realidade, foi gravado em Rajasthan, na Índia. O caso não tem nada a ver com vacinas ou coisas do tipo. Os médicos acreditam que a situação ocorreu, porque a menina, na verdade, era originalmente parte de um grupo de trigêmeos que acabou se unindo no útero. A criança nasceu junto de outro bebê saudável. Os médicos afirmaram que, futuramente, a bebê poderá ter os membros extras removidos por cirurgia."
15.txt,"Em matéria publicada pelo site potiguar Saiba Mais, Florêncio Filho destacou que os presídios adotaram um rígido controle dos presos que adentram ao sistema prisional, o isolamento dos detentos que já estão encarcerados, também criaram um porta de entrada e um local único para quarentena, separando diariamente presos e acompanhando todos aqueles que apresentarem algum sintoma.

E toda essa informação é confirmada pelos dados estaduais de Covid-19 no sistema prisional do Rio Grande do Norte. Ao analisar os dados, é possível ver que os casos de infectados pela doença são baixos em todos os presídios do estado, com ou sem o uso da ivermectina."
16.txt,"O texto oficial diz que a estratégia da UE é criar uma vasta carteira de terapêuticas contra a Covid-19 com o objetivo de dispor de três novas terapêuticas até outubro de 2021 e, possivelmente, de mais duas até ao final do ano. ""Abrange todo o ciclo de vida dos medicamentos, desde a investigação, passando pelo desenvolvimento, a seleção de candidatos promissores, a aprovação regulamentar rápida, o fabrico e a disponibilização, até à utilização final.""

Além disso, destaca - novamente - que ""a estratégia, centrada no tratamento de doentes com Covid-19, funciona em paralelo com a bem-sucedida estratégia da UE para as vacinas, através da qual foram autorizadas vacinas seguras e eficazes contra a Covid-19 para utilização na UE, a fim de prevenir e reduzir a transmissão de casos, bem como as taxas de hospitalização e as mortes causadas pela doença""."
17.txt,"Segundo o Clinical Trials, plataforma mundial de registro para ensaios clínicos, a Pfizer conduz 108 estudos relacionados à Covid-19, entre testes com a vacina e medicamentos. A ivermectina não consta entre as substâncias investigadas.

Ana Paula Hermann, professora de Farmacologia da UFRGS (Universidade Federal do Rio Grande do Sul), explica que não existe semelhança entre a ivermectina e as substâncias testadas pela Pfizer. A ivermectina atua para matar parasitas em organismos, enquanto os antirretrovirais têm o objetivo de atingir a proteína do vírus SarS-CoV-2, que transmite a Covid-19. “São moléculas específicas que têm um alvo específico. Não é abrangente como a ivermectina”, diz Hermann."
18.txt,"De acordo com a instituição de saúde, até o momento, não existem provas de que a morte dos adolescentes tenha relação com a vacina da Pfizer. Já segundo o Estadão Verifica, as secretarias de Saúde da Bahia e de Santa Catarina informaram que alguns dos jovens citados no vídeo sequer tinham tomado a vacina. Por outro lado, a secretaria de Saúde de São Paulo informou que a morte de um dos jovens já teve relação causal com a vacina descartada, tanto pela Anvisa quanto pelo Ministério da Saúde.É fato que o Comitê de Imunização e Vacinação do Reino Unido descobriu que a vacina pode causar um efeito colateral raro chamado miocardite. Entretanto, até o momento, nenhum caso foi identificado (e isso inclui o Brasil). Dos casos brasileiros citados, dois dos jovens sequer tomaram a vacina contra a Covid-19 e um já teve a relação causal com a vacina descartada pela Anvisa e pelo Ministério da Saúde. Os outros dois seguem em investigação."
19.txt," A pesquisa do Instituto Pasteur, publicada em julho de 2021, foi realizada em animais. Os resultados mostraram melhoras nos sintomas da doença, mas não na replicação do vírus. Nas observações do próprio Instituto, os cientistas afirmam que, pelos resultados, o medicamento poderia ser considerado um potencial agente terapêutico para a doença. Entretanto, mais estudos são necessários.Por outro lado, o decreto do Conselho Europeu, da União Europeia, não cita a ivermectina como um dos 5 remédios aprovados para terapia da Covid-19. No decreto, é possível ver que todos os tratamentos são experimentais e não excluem a necessidade da vacinação."
20.txt,"Não há evidências científicas de que as vacinas contra a Covid-19 possam causar morte. A “tempestade de citocinas”, citada como causa do óbito em pessoas imunizadas, pode ocorrer quando alguém tem um quadro grave da doença — e não em quem foi imunizado. Esse fenômeno ocorre quando o corpo cria uma resposta imunológica excessiva e produz muitas citocinas (proteínas feitas pelas células do sistema imune). Essa “tempestade” resulta num processo inflamatório exagerado que pode ser prejudicial. “Em pessoas vacinadas, isso não ocorre”, explicou, por WhatsApp, o professor Aguinaldo R. Pinto, chefe do Departamento de Microbiologia, Imunologia e Parasitologia e do Laboratório de Imunologia Aplicada da Universidade Federal de Santa Catarina (UFSC)."
21.txt," De acordo com a Sociedade Brasileira de Imunizações (SBIM), não se sabe qual é o nível de anticorpos necessários para prevenir a Covid-19. Dessa forma, um resultado positivo não significa, necessariamente, que a pessoa esteja protegida. Já um resultado negativo pode apenas significar uma baixa sensibilidade do exame (o famoso falso negativo).

Se isso não bastasse, as vacinas contra a Covid-19 têm como alvo a produção de anticorpos contra a proteína S (de spike). Enquanto isso, grande parte dos exames sorológicos de farmácia foram desenvolvidos apenas para identificar a proteína N (do nucleocapsídeo). Vale ressaltar que essa informação nem sempre consta no laudo do resultado final, levando a interpretações equivocadas por parte dos pacientes."
22.txt,"A teoria não passa de um boato. Ao site de checagem Aos Fatos, as próprias fabricantes das vacinas disponíveis hoje no Brasil  (Fiocruz , Instituto Butantan e Pfizer) negaram que o imunizante cause os efeitos demonstrados nos vídeos. 

Keyllor França é professor de física e garante que não há nenhuma possibilidade da vacina provocar magnetismo. “Nenhum composto da vacina causa magnetismo no corpo, já que a vacina no estado líquido anula qualquer efeito magnético do imunizante. Esse boato surgiu devido a crença conspiracionista de que haviam nanopartículas na vacina, o que de fato não existe. Se de fato a ideia fosse verdadeira, as ampolas onde ficam armazenadas as vacinas ficariam grudadas umas nas outras”, explica França."
23.txt,"De acordo com a Reuters, uma checagem da Food and Drug Administration (FDA), dos Estados Unidos, indicou que a infertilidade não é um efeito colateral conhecido da Ivermectina. Além disso, a Reuters entrou em contato com dois dos autores do artigo, mas eles não responderam o contato.Já a revista Forbes destacou que 385 pacientes fizeram parte do estudo inicial, que pretendia avaliar a resposta da Ivermectina a uma doença chamada oncocercose. Entretanto, apenas 37 deles foram incluídos na avaliação final."
24.txt,"Ao procurar pelo nome do local com as informações fornecidas no áudio, descobrimos que o lugar, na verdade, é a Cidade Estrutural, uma unidade habitacional que fica localizada no Distrito Federal. Ou seja, não seria possível que o tal médico seria do Albert Einstein, uma vez que a instituição de saúde fica localizada em São Paulo.

Se isso não bastasse, mensagens envolvendo o suposto médico Roberto Klaus já foram utilizadas em outra fake news. Na época, a história apontava que o suposto médico teria afirmado que a vacina Coronavac não imunizaria as pessoas.Se isso não bastasse, em julho de 2020, a Fiocruz desmentiu a informação de que a creolina poderia curar a Covid-19. De acordo com a instituição, o produto não deve ser usado em animais ou humanos, por conta do seu potencial tóxico. Por isso, só deve ser administrado na desinfecção de instalações rurais.

Por fim, vale ressaltar que ainda não temos nenhum tratamento eficaz contra a Covid-19. Isso significa que nenhum medicamento é capaz de tratar ou curar a doença. Até o momento, temos remédios que auxiliam em casos graves, diminuindo as chances de morte, e a própria vacina, que consegue prevenir a infecção e reduzir (em muito!) os casos graves."
25.txt,"Três estudos publicados nesta sexta-feira, 10, pelos Centros de Controle e Prevenção de Doenças dos Estados Unidos (CDC, na sigla em inglês) mostram a proteção das vacinas contra o novo coronavírus, a... 

Leia mais em: https://veja.abril.com.br/saude/pessoas-nao-vacinadas-tem-11-vezes-mais-probabilidade-morte-por-covid-19"
26.txt,"Como é possível observar, para podermos afirmar que o ácido tânico é capaz de curar a Covid-19, o percurso ainda é longo e precisamos de mais evidências científicas. Em março de 2021, a Associação Brasileira de Sommeliers (ABS-RS) ressaltou que mais estudos são necessários para apontarmos que o vinho seria capaz de combater a Covid-19. Segundo a ABS-RS, todos os estudos sobre o assunto até o momento apenas mostram que precisamos investir mais em Ciência e continuar pesquisando sobre os benefícios da uva e do vinho.

Vale ressaltar que diversas pesquisas vêm demonstrando o potencial do vinho no cuidado com a saúde, como a prevenção de tumores e o bom funcionamento do coração. Apesar disso, estudos mais recentes apontam que os benefícios só são adquiridos com determinados vinhos feitos a partir de determinados tipos de fabricação. Além disso, é importante destacar que o vinho possui álcool (que, mesmo consumido de forma moderada, aumenta o risco do desenvolvimento de vários tipos de câncer)."
27.txt,"Tanto a Agência Nacional de Vigilância Sanitária (Anvisa) quanto a Sociedade Brasileira de Imunização (SBIm) não aconselham a realização desse tipo de exame após a vacinação por esses dois motivos.

Conforme explicado pela imunologista do Instituto de Ciências Biomédicas da Universidade de São Paulo (ICB-USP), Anna Castelo Branco, esse tipo de teste só serve para saber se a pessoa teve contato com o vírus, o que não assegura que ela tenha ou não imunidade contra a doença."
28.txt,"Não é possível afirmar que pessoas que foram infectadas pelo novo coronavírus estão sete vezes mais protegidas do que aquelas que tomaram a vacina da Pfizer/BioNTech em Israel. De acordo com o especialista Renato Kfouri, diretor da Sociedade Brasileira de Imunizações (SBIm), a resposta imunológica varia em cada pessoa, tanto em quem teve a doença como em quem tomou a vacina. “Portanto, não dá para falar genericamente que quem recebe as doses ou quem teve a doença está melhor imunizado”, explicou, por telefone.  

Os dados apresentados no site Frontliner não correspondem ao resultado de uma pesquisa científica e, sim, a um monitoramento epidemiológico realizado periodicamente pela autoridade de saúde israelense. Em entrevista ao Comprova, o órgão israelense avaliou que o aumento no número de contágios se deu, em parte, por causa da diminuição na proteção das pessoas vacinadas em janeiro e fevereiro. Em 6 de julho, por exemplo, a pasta divulgou uma análise que mostrou que, a partir de 6 de junho, a eficácia da vacina da Pfizer/BioNTech caiu para 64% na prevenção da infecção e 64% na prevenção de um quadro sintomático da Covid-19. Essa diminuição, informa o ministério, foi observada simultaneamente com a propagação da variante delta em Israel. "
29.txt,"O homem, de fato, é um PhD (título concedido a quem fez um curso de doutorado nos Estados Unidos). Entretanto, o doutorado de Sean Brooks não é na área de medicina, mas sim na área de Educação. E ao contrário do que apontam as histórias, ele não estudou na Universidade de Oxford, no Reino Unido, mas sim na Universidade Online de Walden. Brooks, na verdade, mora na cidade de Oxford, em Ohio, nos Estados Unidos. Na rede social Gab, o próprio Sean Brooks esclareceu toda a confusão e afirmou que não é médico e não estudou no Reino Unido. Dito isso, vamos entender os pontos levantados por Sean Brooks e descobrir porque são mentirosos."
30.txt,"""Infecções fúngicas podem ocorrer em situações de baixa imunidade ou associadas ao uso de antibióticos de amplo espectro, o que pode alterar nossa microbiota normal, ou seja, nossos fungos e bactérias que fazem parte de nosso organismo"", diz a pneumologista Patrícia Canto, da Escola Nacional de Saúde Pública, da Fiocruz.

""Nada tem a ver com o uso de máscaras. Estas não influenciam na imunidade. A própria Covid debilita o organismo, associada aos tratamentos, necessários em casos graves e complicados, com altas doses de corticoide e antibióticos de largo espectro"", complementa.

""Atribuir esses casos do fungo negro ao uso das máscaras é extremamente fantasioso"", diz o pneumologista Rodolfo Fred Behrsin, professor do Hospital Universitário Gaffreé e Guinle. ""Primeiro porque o critério correto de uso de máscara é a substituição das mesmas sempre que elas estiverem sujas, que elas estiverem úmidas. Então, usando essas máscaras da forma correta, você jamais será infectado por nenhum tipo de fungo"", afirma."
31.txt,"Ao contrário do que aponta o texto, o CEO da Novartis não afirmou que a cloroquina ou hidroxicloroquina é a cura para a Covid-19. No dia 27 de março de 2020, em uma entrevista publicada pela CNBC, o CEO da Novartis Vas Narasimhan disse ser “muito cedo” para afirmar se a hidroxicloroquina poderia funcionar contra a Covid-19. Depois de meses e diversas pesquisas, ficou comprovado que a hidroxicloroquina, de fato, não funciona para esse fim"
32.txt,"O virologista Rômulo Neris, doutorando da Universidade Federal do Rio de Janeiro, explica que ""o agente microbiológico causador da Covid-19 é o Sars-Cov-2, um vírus de RNA pertencente aos betacoronavírus"".

""Ele foi identificado por técnicas moleculares, e isolado de indivíduos infectados. Coronavírus são vírus conhecidos há bastante tempo, desde a década de 1930, e causam doenças respiratórias não só em humanos, mas em primatas não humanos, outros mamíferos e aves"", diz.

Além disso, segundo Neris, a exposição a quantidades constantes ou altas de radiação destrói o DNA/RNA de organismos. ""É por isso que a exposição à radiação é um método muito utilizado em laboratório para matar microorganismos.""As alegações são todas falsas e a mensagem não partiu do Ministério da Saúde de Singapura. Versões anteriores desta mensagem, citando países como Itália e Rússia em vez de Singapura, já foram expostas como falsas"""
33.txt,"O texto falso que se espalha pelas redes sociais diz que o bilionário Bill Gates, o diretor do Instituto Nacional de Alergia e Doenças Infecciosas dos Estados Unidos, Anthony Fauci, e a farmacêutica Big Pharma perderam uma ação judicial na Suprema Corte dos Estados Unidos

O processo teria sido iniciado por um grupo de cientistas liderado pelo “senador Robert F. Kennedy Jr.” que buscavam a suspensão universal e compulsória da vacinação contra COVID-19.

Ao contrário do que diz a postagem falsa, Robert F. Kennedy Jr, que é membro da famosa família de políticos estadunidenses, não é senador e sim advogado especializado em direito ambiental. É também um conhecido militante antivacina nos Estados Unidos.

Além disso, não há registro de que a Suprema Corte tenha dado qualquer decisão nesse sentido e nem de que exista um processo que contenha esse conjunto de nomes como parte interessada."
34.txt,"A ivermectina é de fato recomendada pelo governo indiano para casos assintomáticos e médios da Covid-19 desde 28 de abril e consta no atual protocolo de manejo clínico indiano, publicado em 24 de maio. A orientação, entretanto, pode ser revertida caso o Conselho de Pesquisas Médicas da Índia aprove uma revisão feita pela Diretoria Geral de Serviços de Saúde que excluiu a ivermectina da lista de alternativas para o tratamento da infecção.

Correlação. Por mais que a prescrição do antiparasitário esteja de fato liberada na Índia, os dados disponíveis não permitem apontar uma relação entre a utilização do remédio pela população e a recente queda nos registros de casos e mortes pela Covid-19 no país."
35.txt,"Óxido de grafeno não está presente na composição de vacinas, de acordo com as fabricantes. Além disso, a universidade citada na mensagem falsa refuta que endosse qualquer estudo neste sentido. E um especialista em aplicação de grafeno na engenharia biomédica reforça que toda a história é uma mentira.""A vacina produzida pela Fiocruz não possui ingredientes em sua composição capazes de provocar efeito magnético no organismo. A lista de substâncias acrescidas à formulação das vacinas é pública e consta de suas respectivas bulas. Trata-se de uma vacina segura e amplamente testada, não havendo qualquer evidência científica que relacione a vacina a efeitos dessa natureza"", diz a Fiocruz."
36.txt,"O TCU esclarece que não há informações em relatórios do tribunal que apontem que “em torno de 50% dos óbitos por Covid no ano passado não foram por Covid”, conforme afirmação do Presidente Jair Bolsonaro divulgada nesta segunda-feira (7/6).O TCU reforça que não é o autor de documento que circula na imprensa e nas redes sociais intitulado ""Da possível supernotificação de óbitos causados por Covid-19 no Brasil"".O documento refere-se a uma análise pessoal de um servidor do Tribunal compartilhada para discussão e não consta de quaisquer processos oficiais desta Casa, seja como informações de suporte, relatório de auditoria ou manifestação do Tribunal. Ressalta-se, ainda, que as questões veiculadas no referido documento não encontram respaldo em nenhuma fiscalização do TCU."
37.txt,"As informações são diferentes dos dados apresentados pelo relatório do aplicativo Zoe Covid Symptom, usado por residentes do Reino Unidos para informar os sintomas detectados nos pacientes. A ferramenta apresenta resultados diferentes a depender da fase de imunização. Para quem não foi vacinado, os sintomas frequentes são dor de cabeça, dor de garganta, coriza, febre e tosse persistente.A tosse e a febre desaparecem da lista de sintomas apenas no público imunizado com as duas doses da vacina contra a Covid-19. Neste caso, a partir das informações que chegam até o aplicativo, os pacientes sentem sintomas leves, como dor de cabeça, coriza, espirros, dor de garganta e perda de cheiro.A grande mudança, na verdade, é sobre a perda do olfato e a falta de ar, que não são mais comuns com a nova cepa. “A perda do olfato aparece no número 9 e a falta de ar está no final da lista, no número 30, indicando que os sintomas registrados anteriormente estão mudando com as variantes em evolução do vírus”, informa o relatório."
38.txt,"A pneumologista garante que o uso de máscaras é seguro e recomendado para todos, com exceção de crianças abaixo de três anos de idade ou pessoas que não sejam capazes de colocar ou retirar a máscara sem ajuda. “Não há perigo no uso de máscaras com a realização de atividade física, nem existe associação com arritmia cardíaca ou refluxo. Vale ressaltar que as máscaras sempre foram rotina para os profissionais de saúde e fazem parte do uso na cultura de vários países orientais”, esclarece."
